# provenance
# target	aptus data-acquisition brief target 1 — Fiori Apps Library reference data
# source_url	https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/services/SingleApp.xsodata
# source_ui	https://fal.cloud.sap/  (SAP Fiori Apps Reference Library, FAL 2.0)
# entity_sets_read	FuzzySearch (app master), RequiredODataServices, BusinessCatalogPerApp, Releases
# release_filter	releaseId eq 'S37'  = Releases.releaseName "S/4HANA Cloud 2608", externalName "2608", releaseType SC
# release_group	all 5854 rows carry releaseGroupText "SAP S/4HANA Public Cloud" (no other group present under S37)
# date_read	2026-09-07
# completeness	complete for this filter: FuzzySearch/$count?$filter=releaseId eq 'S37' returned 5854 and 5854 rows were paged out; 5854 distinct app_id, no duplicates.
# completeness_caveat	floor with respect to SAP overall: only apps FAL publishes under release S37 are here. Apps SAP has not attached to this release, and any app absent from FAL, are not counted and their number cannot be measured from this service.
# access_method	anonymous OData v2 reads of the Fiori Apps Library's own published data service ($top/$skip/$select/$orderby). No login, no DOM scraping, no api.sap.com traffic.
# column_source	app_id=FuzzySearch.fioriId
# column_source	app_name=FuzzySearch.AppName
# column_source	app_type=FuzzySearch.AppType (FAL "App Type"; UITechnology and AppTypeLevel are separate FAL fields, not merged in)
# column_source	lob=FuzzySearch.GTMLoBName (FAL "Line of Business" filter field). FAL also publishes LeadingLob (single-valued, non-empty on 2172 rows vs 2053 here); the two were NOT merged.
# column_source	business_catalog_ids=BusinessCatalogPerApp.BusinessCatalogName, pipe-joined
# column_source	business_role_ids=FuzzySearch.BusinessRoleName, pipe-joined (SAP_BR_* technical role ids)
# column_source	odata_services=RequiredODataServices.TechnicalName (OData V2/V4 services) UNION FuzzySearch.ODataV4GroupServiceName (V4 service groups), pipe-joined, V2/V4-service names first
# column_source	required_scope_item_ids=FuzzySearch.ScopeItemID, re-joined with "|" (SAP already pipe-delimits this field)
# column_source	product_version=FuzzySearch.ProductVersionOfficialNameUI
# column_source	availability=FuzzySearch.isPublished (values observed: Published, Deprecated). FAL's availabilityInFaaS field is "false" on all 5854 rows and was not used.
# column_source	device_types=FuzzySearch.FormFactors
# column_source	app_hub_url=constructed from SAP's own FAL 1.0->2.0 parameter map published at /sap/fix/externalViewer/ (appid->app-id, releaseId->release-version). DERIVED URL, not a field SAP returns.
# multivalue_delimiter	| (pipe) on every multi-valued column. SAP returns app_type, lob and device_types comma-separated and required_scope_item_ids pipe-separated; the delimiter was normalised to | and no value was otherwise altered.
# empty	an empty cell means the field was empty in the source, never that it was unknown or dropped
# not_claimed	this file states what SAP publishes for release 2608. It says nothing about what any tenant has activated.
app_id	app_name	app_type	lob	business_catalog_ids	business_role_ids	odata_services	required_scope_item_ids	product_version	availability	device_types	app_hub_url
/ATL/VQ23	Vendors File from Shaam - Israel	SAP GUI		SAP_FIN_BC_AP_TAX_UTIL_IL_PC	SAP_BR_AP_ACCOUNTANT_IL			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/ATL/VQ23&release-version=S37
/ATL/VQZ11	Execute Witholding Tax Return - Invoice - Israel	SAP GUI		SAP_FIN_BC_AP_TAX_UTIL_IL_PC	SAP_BR_AP_ACCOUNTANT_IL			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/ATL/VQZ11&release-version=S37
/CCEE/FISC_NR	Define Number Ranges - Croatia	SAP GUI		SAP_CA_BC_IC_LND_GLO_LO2_PC	SAP_BR_BPC_EXPERT			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop	https://fal.cloud.sap/?app-id=/CCEE/FISC_NR&release-version=S37
/CCEE/FISC_USERD_T	Croatia Fiscalization : Maintain User Default Parameters	SAP GUI		SAP_SD_BC_GLO_USRDEF_HR_PC	SAP_BR_BILLING_CLERK_HR			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CCEE/FISC_USERD_T&release-version=S37
/CEECV/ROFI01	Display Account Card - Romania	SAP GUI		SAP_FIN_BC_GL_REPORTING_RO_PC	SAP_BR_GL_ACCOUNTANT_RO		J58	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROFI01&release-version=S37
/CEECV/ROFI02	Display GL w. Corresp. Acct. - Romania	SAP GUI		SAP_FIN_BC_GL_REPORTING_RO_PC	SAP_BR_GL_ACCOUNTANT_RO		J58	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROFI02&release-version=S37
/CEECV/ROFI03	Analyze Year End Postings - Romania	SAP GUI		SAP_FIN_BC_GL_REPORTING_RO_PC	SAP_BR_GL_ACCOUNTANT_RO		J58	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROFI03&release-version=S37
/CEECV/ROFI06	Cash Journal - Romania	SAP GUI		SAP_FIN_BC_GL_REPORTING_RO_PC	SAP_BR_GL_ACCOUNTANT_RO		1GO	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROFI06&release-version=S37
/CEECV/ROFI07	Run Month/Year End Postings - Romania	SAP GUI		SAP_FIN_BC_GL_REPORTING_RO_PC	SAP_BR_GL_ACCOUNTANT_RO		J58	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROFI07&release-version=S37
/CEECV/ROFI13	Display Inventory Register - Romania	SAP GUI		SAP_FIN_BC_GL_REPORTING_RO_PC	SAP_BR_GL_ACCOUNTANT_RO		J58	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROFI13&release-version=S37
/CEECV/ROFI14	Analyze Document Journal - Romania	SAP GUI		SAP_FIN_BC_GL_REPORTING_RO_PC	SAP_BR_GL_ACCOUNTANT_RO		J58	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROFI14&release-version=S37
/CEECV/ROFI_MERGE394	Merge VIES 394 Files - Romania	SAP GUI		SAP_FIN_BC_GL_REPORTING_RO_PC	SAP_BR_GL_ACCOUNTANT_RO			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROFI_MERGE394&release-version=S37
/CEECV/ROFI_ODN_GEN	ODN Generator - Romania	SAP GUI		SAP_FIN_BC_GL_REPORTING_RO_PC	SAP_BR_GL_ACCOUNTANT_RO			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROFI_ODN_GEN&release-version=S37
/CEECV/ROLO02	Romanian Storage Sheet - Romania	SAP GUI		SAP_MM_BC_LO_STORSHT_RO_PC	SAP_BR_WAREHOUSE_CLERK_RO		BMC	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROLO02&release-version=S37
/CEECV/ROLO04N	Analytical Material Balance - Romania	SAP GUI		SAP_MM_BC_GLO_INVREP_RO_PC	SAP_BR_AA_ACCOUNTANT_RO		J62	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/ROLO04N&release-version=S37
/CEECV/RO_SAFT_STKCH	Configure SAF-T RO: Stock Characteristics	SAP GUI		SAP_MM_BC_GLO_SAFT_RO_PC	SAP_BR_GL_ACCOUNTANT_RO			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CEECV/RO_SAFT_STKCH&release-version=S37
/CPD/SS_MIG_PROJECT	Migrate Commercial Project	SAP GUI		SAP_PSP_BC_MIG_PROFNL_PROJ_PC	SAP_BR_PROJECT_MANAGER_PROF			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/CPD/SS_MIG_PROJECT&release-version=S37
/DCO/V_CCODE_FI	Define FI Company Codes for Collections and Dispute Automation	SAP GUI		SAP_FIN_BC_DCO_SETTINGS_PC	SAP_BR_BPC_EXPERT			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/DCO/V_CCODE_FI&release-version=S37
/DCO/V_CCODE_M	Map Company Codes for Collections and Dispute Automation	SAP GUI		SAP_FIN_BC_DCO_SETTINGS_PC	SAP_BR_BPC_EXPERT			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/DCO/V_CCODE_M&release-version=S37
/DCO/V_PMT_DFF_R	Define Payment Difference Reasons for Collections and Dispute Automation	SAP GUI		SAP_FIN_BC_DCO_SETTINGS_PC	SAP_BR_BPC_EXPERT			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/DCO/V_PMT_DFF_R&release-version=S37
/DCO/V_PST_CLSS	Define Posting Classifications for Collections and Dispute Automation	SAP GUI		SAP_FIN_BC_DCO_SETTINGS_PC	SAP_BR_BPC_EXPERT			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/DCO/V_PST_CLSS&release-version=S37
/DCO/V_PST_S_CLS	Define Posting Subclassifications for Collections and Dispute Automation	SAP GUI		SAP_FIN_BC_DCO_SETTINGS_PC	SAP_BR_BPC_EXPERT			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/DCO/V_PST_S_CLS&release-version=S37
/ECRS/POI_EDIT	Manage Providers of Information	SAP GUI		SAP_SLL_BC_POI_MANAGE_PC	SAP_BR_INTRASTAT_SPECIALIST		5OL|5Z4|5PA|5Z3|BDT	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/ECRS/POI_EDIT&release-version=S37
/ECRS/RP_EDIT	Manage Intrastat Declarations	SAP GUI		SAP_SLL_BC_INTRASTAT_DECLN_PC	SAP_BR_INTRASTAT_SPECIALIST		5PA|BDT|5Z4|54U|5OL|5Z3	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/ECRS/RP_EDIT&release-version=S37
/KJRTAX01/ATMIGALVD	Display Migrated Trans. for Deletion - Japan	SAP GUI		SAP_FIN_BC_AA_GEN_REP_JP_PC	SAP_BR_AA_ACCOUNTANT_JP		J62	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/KJRTAX01/ATMIGALVD&release-version=S37
/KJRTAX01/ATMIGDEL	Delete Migrated Asset Transaction - Japan	SAP GUI		SAP_FIN_BC_AA_GEN_REP_JP_PC	SAP_BR_AA_ACCOUNTANT_JP		J62	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/KJRTAX01/ATMIGDEL&release-version=S37
/KJRTAX01/ATMIGINS	Add Asset Trans. as Migration - Japan	SAP GUI		SAP_FIN_BC_AA_GEN_REP_JP_PC	SAP_BR_AA_ACCOUNTANT_JP		J62	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/KJRTAX01/ATMIGINS&release-version=S37
/KJRTAX01/PDEL	Delete LY's Migrated Asset - Japan	SAP GUI		SAP_FIN_BC_AA_GEN_REP_JP_PC	SAP_BR_AA_ACCOUNTANT_JP		J62	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/KJRTAX01/PDEL&release-version=S37
/KJRTAX01/PINS	Migrate Last Year's Asset Data - Japan	SAP GUI		SAP_FIN_BC_AA_GEN_REP_JP_PC	SAP_BR_AA_ACCOUNTANT_JP		J62	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/KJRTAX01/PINS&release-version=S37
/KJRTAX01/PUPLOAD	Migrate Property Tax Data – XML - Japan	SAP GUI		SAP_FIN_BC_AA_GEN_REP_JP_PC	SAP_BR_AA_ACCOUNTANT_JP		J62	SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/KJRTAX01/PUPLOAD&release-version=S37
/MOC/WDA_CHANGE_REQUEST (/MOC/WDA_CHANGE_REQUEST)	Create Change Request, Request Chemical Approval	Web Dynpro		SAP_EHS_BC_HS_CHAPR_PC|SAP_EHS_BC_MOC_CACTV_MNG_PC|SAP_EHS_BC_MOC_CREQ_CRT_PC|SAP_EHS_BC_MOC_CREQ_MNG_PC	SAP_BR_CHG_MGMT_COORDINATOR|SAP_BR_HAZMAT_MANAGER			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/MOC/WDA_CHANGE_REQUEST (/MOC/WDA_CHANGE_REQUEST)&release-version=S37
/PERSONAS/ADMIN	Manage Flavors	SAP GUI		SAP_CORE_BC_UI_PER_ADM_PC	SAP_BR_ADMINISTRATOR			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/PERSONAS/ADMIN&release-version=S37
/PLMF/DM_MSG	Extract Message Payloads	SAP GUI		SAP_PLM_BC_SI_ADMIN_PC	SAP_BR_BOM_ENGINEER_PLMSI			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/PLMF/DM_MSG&release-version=S37
/PLMF/LST_MSG_OBJCNT	Display Stored Message Object Counters	SAP GUI		SAP_PLM_BC_SI_ADMIN_PC	SAP_BR_BOM_ENGINEER_PLMSI			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/PLMF/LST_MSG_OBJCNT&release-version=S37
/PLMF/MPO_DELETE_MSG	Delete PLMSI Messages and Logs	SAP GUI		SAP_PLM_BC_SI_ADMIN_PC	SAP_BR_BOM_ENGINEER_PLMSI			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/PLMF/MPO_DELETE_MSG&release-version=S37
/PLMS/DV_FILEURL_UPD	Update File Redirect URL	SAP GUI		SAP_PLM_BC_SI_ADMIN_PC	SAP_BR_BOM_ENGINEER_PLMSI			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/PLMS/DV_FILEURL_UPD&release-version=S37
/PLMS/KM_VDR_DELETE	Delete Vendor Key Mapping	SAP GUI		SAP_PLM_BC_SI_ADMIN_PC	SAP_BR_BOM_ENGINEER_PLMSI			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/PLMS/KM_VDR_DELETE&release-version=S37
/PLMU/WDA_PRT (/PLMU/WDA_PRT)	Global Process Route Create (Deprecated)	Web Dynpro		SAP_PLM_BC_CR_WFT_PC				SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/PLMU/WDA_PRT (/PLMU/WDA_PRT)&release-version=S37
/PLMU/WDA_PRT_ACT_COPY_GAF ()	Global Process Route Copy (Deprecated)	Web Dynpro		SAP_PLM_BC_CR_WFT_PC				SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/PLMU/WDA_PRT_ACT_COPY_GAF ()&release-version=S37
/PLMU/WDC_PRT_ITEM_APP (/PLMU/WDC_PRT_ITEM_CONF)	Global Process Route Workbench (Deprecated)	Web Dynpro		SAP_PLM_BC_CR_WFT_PC				SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/PLMU/WDC_PRT_ITEM_APP (/PLMU/WDC_PRT_ITEM_CONF)&release-version=S37
/SAPSLL/BL_DOC_SD_R3	Display Blocked Export Documents	SAP GUI		SAP_SLL_BC_PI_BLK_SD_DISP_PC	SAP_BR_INTERNAL_SALES_REP			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SAPSLL/BL_DOC_SD_R3&release-version=S37
/SAPSLL/CUS_OFF_CO	Assign Customs Offices to Countries	SAP GUI		SAP_SLL_BC_CONFIG_CUSTOFF_PC	SAP_BR_ADMINISTRATOR_SLL			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SAPSLL/CUS_OFF_CO&release-version=S37
/SAPSLL/CUS_OFF_RO	Assign Customs Offices to Routes	SAP GUI		SAP_SLL_BC_CONFIG_CUSTOFF_PC	SAP_BR_ADMINISTRATOR_SLL			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SAPSLL/CUS_OFF_RO&release-version=S37
/SAPSLL/KMATWLR3_03	Display Worklist of Configurable Materials - Global Trade Services	SAP GUI		SAP_SLL_BC_PI_KMAT_PC	SAP_BR_ADMINISTRATOR_SLL			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SAPSLL/KMATWLR3_03&release-version=S37
/SCMB/PB_FOOTPRT	Define Normalized Quantity	SAP GUI		SAP_TM_BC_MAST_PC	SAP_BR_TRANSP_MDSPEC			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop	https://fal.cloud.sap/?app-id=/SCMB/PB_FOOTPRT&release-version=S37
/SCMTMS/ASR ()	Load or Unload Freight Orders	Web Dynpro		SAP_SCM_BC_EWM_SHR_PC	SAP_BR_WAREHOUSE_CLERK_EWM			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SCMTMS/ASR ()&release-version=S37
/SCMTMS/FIELD_CONFIG ()	Define Field Catalogs for Transportation Cockpit	Web Dynpro		SAP_TM_BC_PRFS_PC	SAP_BR_BPC_EXPERT			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SCMTMS/FIELD_CONFIG ()&release-version=S37
/SCMTMS/FRE_BOOK ()	Create Freight Booking, Display Freight Booking	Web Dynpro		SAP_TM_BC_ORDM_DISP_PC|SAP_TM_BC_ORDR_PC|SAP_TM_BC_PLNG_PC	SAP_BR_DG_SPLST_PCL|SAP_BR_DISPATCHER|SAP_BR_INTERNAL_SALES_REP|SAP_BR_RECEIVING_SPECIALIST|SAP_BR_SALES_MANAGER|SAP_BR_SHIPPING_SPECIALIST|SAP_BR_TRANSP_BUYER			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SCMTMS/FRE_BOOK ()&release-version=S37
/SCMTMS/FRE_BOOK (/SCMTMS/FRE_BOOK_AIR_ES)	Create Air Freight Booking, Display Air Freight Booking	Web Dynpro		SAP_TM_BC_ORDM_DISP_PC|SAP_TM_BC_ORDR_PC	SAP_BR_DG_SPLST_PCL|SAP_BR_DISPATCHER|SAP_BR_INTERNAL_SALES_REP|SAP_BR_RECEIVING_SPECIALIST|SAP_BR_SALES_MANAGER|SAP_BR_SHIPPING_SPECIALIST|SAP_BR_TRANSP_BUYER			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SCMTMS/FRE_BOOK (/SCMTMS/FRE_BOOK_AIR_ES)&release-version=S37
/SCMTMS/FRE_BOOK (/SCMTMS/FRE_BOOK_AIR_STLMNT)	Process Accruals for Air Freight Bookings	Web Dynpro		SAP_TM_BC_FRS_PC	SAP_BR_TRANSP_BUYER			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SCMTMS/FRE_BOOK (/SCMTMS/FRE_BOOK_AIR_STLMNT)&release-version=S37
/SCMTMS/FRE_BOOK (/SCMTMS/FRE_BOOK_OCEAN_ES)	Create Ocean Freight Booking, Display Ocean Freight Booking	Web Dynpro		SAP_TM_BC_ORDM_DISP_PC|SAP_TM_BC_ORDR_PC	SAP_BR_DG_SPLST_PCL|SAP_BR_DISPATCHER|SAP_BR_INTERNAL_SALES_REP|SAP_BR_RECEIVING_SPECIALIST|SAP_BR_SALES_MANAGER|SAP_BR_SHIPPING_SPECIALIST|SAP_BR_TRANSP_BUYER			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SCMTMS/FRE_BOOK (/SCMTMS/FRE_BOOK_OCEAN_ES)&release-version=S37
/SCMTMS/FRE_BOOK (/SCMTMS/FRE_BOOK_OCEAN_STLMNT)	Process Accruals for Ocean Freight Bookings	Web Dynpro		SAP_TM_BC_FRS_PC	SAP_BR_TRANSP_BUYER			SAP S/4HANA Cloud Public Edition 2608	Published	Desktop|Tablet	https://fal.cloud.sap/?app-id=/SCMTMS/FRE_BOOK (/SCMTMS/FRE_BOOK_OCEAN_STLMNT)&release-version=S37
